"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONMT87	RCONMT89	RCONMT91	RCONMT93	RCONMT95	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
610557	79101	0	2983	108054	0	108054	0	0	0	0	166544	0	13711		9867	45163		105071	152337	0	496	1534	0	0	7528	11214	1218	492	18742	9521	12306	0	0	10585	21827	46920	0	21827	0													
610913	58193	0	57484	121470	0	202646	0	0	0	0	113883	0	560		18602	5028		145162	113323	0	0	4364	0	0	18505	13638	3961	178	31864	8103	5079	883	316	17680	14381	0	0	13182	0													
611031	19773	0	10108	93348	0	98916	0	0	2101	0	138949	0	5916		11496	61145		88808	133033	0	0	2652	0	0	8519	23450	1924	299	31969	5339	18501	0	0	22695	23840	6645	2101	23840	6222													
612159	56960	0	31664	94116	0	164684	0	0	0	0	225333	0	49486		35714	59651		132104	175847	916	0	3444	0	0	35281	26088	5253	932	61369	29816	7004	4348	0	31840	41168	0	0	36820	0													
612878	11643	0	411	19735	0	19735	0	0	0	0	85054	0	7811		34170	4989		19324	77243	0	0	351	0	0	9794	32015	8667	2676	41809	2476	11883	574	336	18983	15269	0	0	14359	0													
613008	1990545	0	318556	3140523	0	3140523	0	0	6000	496	17277106	0	1510177		1089907	11866587	236894	2809153	15747013	12814	19420	92848	0	0	1540642	699205	48026	10412	2239150	727780	365323	25045	3541	1208378	1121689	2151019	6000	1093103	0	0	0	1929122	0	1929122	true	50182	2955	4860382	5130043	1724036	207663	
613156	275336	0	801	24935	0	29460	0	0	0	0	417395	0	1243		14157	99089		28559	416152	100	0	1515	0	0	8312	15121	4095	130	23432	9095	5396	821	0	13501	15312	61972	0	14491	0													
613343	266776	0	133996	285140	0	534018	0	0	19999	0	1003540	0	135377		195659	176116		398041	868163	1981	0	6081	15742	15742	100326	261449	9413	1922	361723	42763	137552	7224	0	177450	187539	48576	3011	180315	0													
613400	751428	0	278954	776545	0	916741	0	0	397228	0	2603937	0	170975		571545	917339	37110	635063	2428454	2724	4508	9614	397228	397228	498771	256895	17669	1507	358438	37446	117193	5689	0	203297	160328	316109	0	154565	0	0	0	282150	0	282150	true	150958	484105	358321	559018	659168	92260	
613558	109250	0	119091	245361	0	702384	0	0	20175	0	346382	0	14880		68119	49296		583293	331502	0	0	13112	0	0	77725	40396	3406	2083	118121	29468	25548	8554	656	55491	64226	145806	20175	55016	0													
613679	93775	0	44565	94625	0	172977	0	0	101461	0	319423	0	38784		146642	4280	7152	128412	280402	0	237	2488	101033	54083	44030	91146	52282	277	135176	10632	22347	654	0	41093	33633	427	0	32979	7941	0	0	0	0	0	true							
613839	31398	0	9946	92184	0	166137	0	0	0	0	174183	0	997		30941	42100		156191	173186	0	0	2050	0	0	10243	44739	6499	710	54979	843	36149	1502	0	31250	38494	3031	0	36992	0													
613950	238476	0	4920	2818554	0	2818554	0	0	0	0	994282	0	1666		315248	169801		2813634	991827	0	789	3874	0	0	179659	299142	16768	7404	478800	25449	54748	2520	317	187723	83034	11227	0	80197	0													
613978	17224	0	0	15588	0	18301	0	0	0	0	124433	0	0		34989	25683		18301	124433	0	0	4047	0	0	7668	46744	6997	3028	54412	2195	12403	2492	0	29448	17090	0	0	14598	0													
614256	11517	0	9294	15780	0	32554	0	0	0	0	48860	0	21728		6652	14262		23260	27083	0	49	0	0	0	1409	5894	1770	745	7303	3457	9200	605	0	3167	13262	0	0	12657	0													
614313	133764	0	64119	446636	0	446636	0	0	1	0	821377	0	136866		99372	418300	17739	382517	680143	0	4368	5888	1	1	44815	113163	58322	1070	157978	15869	25914	10161	0	117998	51944	50266	0	41782	0	10976	0	0	0	10976	true	65386	234705	160904	193746	102230	8654	
614368	72392	0	16228	344540	0	354250	0	0	0	0	523407	0	32217		69739	170283		337279	490954	743	236	8801	0	0	77835	86272	13198	2553	164107	42064	53613	4110	1087	110119	100874	3806	0	95677	0													
614751	52820	0	10367	70091	0	94022	0	0	671	0	140124	0	1080		17251	37528	8965	83655	139044	0	0	0	671	671	9341	23835	2880	597	33176	5100	6895	1128	0	19402	13123	0	0	11995	0	0	0	0	0	0	true							
614948	28516	0	22097	43392	0	128019	0	0	0	0	126798	0	40634		26105	12970		105675	86164	247	0	2460	0	0	16767	21389	7839	1309	38156	9832	17096	11080	0	21200	38008	18320	0	26928	0													
615217	69512	0	34998	282198	0	363887	0	0	0	0	559174	0	20127		53568	252344		328889	538068	0	979	11262	0	0	52290	94021	1230	107	146311	39589	50082	0	0	94080	89671	32757	0	89671	0													
615253	35172	0	10751	29963	0	46288	0	0	0	0	102629	0	10999		27498	572		35537	91630	0	0	0	0	0	15028	29583	3300	511	44611	8242	9714	510	0	20922	18466	0	0	17956	0													
615851	24607	1	21824	40658	0	72384	0	0	0	0	131548	0	9690		29298	38779		50559	121858	0	0	12126	0	0	11037	31832	7081	3310	37895	3025	10201	328	1348	23962	14902	0	0	11535	52													
615879	12650	0	0	1527	0	7454	0	0	9915	0	87975	0	0		12505	3639		7454	87975	0	0	3637	9915	9915	8632	41285	1556	102	49917	3765	16346	0	0	39070	20111	0	0	20111	0													
615954	65815	0	3760	212070	0	481528	0	0	3722	0	310722	0	1895		26233	28264		464009	300480	13759	8347	0	3722	0	24008	57005	18894	2701	81013	76718	34010	3007	300	76374	114035	7330	0	110728	20057													
616036	84750	0	15833	195113	0	242210	0	0	0	0	305252	0	14145		28835	72262		226377	287717	0	3390	6685	0	0	18665	52981	11646	2074	71646	12825	30572	19477	0	56530	62874	0	0	43397	0													
616540	24520	0	13965	29839	0	55557	0	0	0	0	95670	0	10876		16973	24225		41592	84794	0	0	3714	0	0	16076	17334	975	942	33410	5508	3937	1231	922	18353	11598	2210	0	9445	0													
617079	9987	0	0	530	0	4747	0	0	0	0	33704	0	0		8243	832		4747	29981	0	3723	0	0	0	5656	7655	4116	47	13279	924	3112	1374	0	9232	5410	0	0	4036	0													
617145	11860	0	26725	38242	0	94993	0	0	0	0	95887	0	5404		22344	17828		68268	88539	0	1944	335	0	0	19172	21876	5449	2366	1695	6231	10086	0	1018	26520	17335	1695	0	16317	2191													
617275	5724	0	628	16990	0	19989	0	0	0	0	37625	0	0		4177	16981	2195	19361	37625	0	0	1399	0	0	2954	6580	1581	379	9038	585	2395	446	0	7317	3426	0	0	2980	0	0	0	0	0	0	true							
617743	67769	0	7467	41023	0	79937	0	0	0	0	127874	0	28536		30370	0		72470	99338	0	0	0	0	0	18353	30249	1938	918	48602	2605	5735	306	0	21088	8646	0	0	8340	0													
618647	6621	0	706	10672	0	24418	0	0	10	0	32353	0	4894		6741	3981		23712	27459	0	0	871	10	10	5252	10637	959	1	15889	1278	3624	0	0	10108	4902	0	0	4902	2488													
618740	48455	0	83707	402533	0	436608	0	0	43822	0	296008	0	11121		67447	72122		349403	284645	3498	242	5615	0	0	43359	72149	21557	1234	112471	16053	18866	2212	0	70853	37131	191731	0	34919	0													
618777	9147	0	892	9133	0	11836	0	0	0	0	33361	0	829		6869	5476		10944	32532	0	0	1958	0	0	3489	10596	625	0	13965	528	3500	0	0	7841	4028	2331	0	4028	0													
618807	880991	0	45839	1069144	0	1396037	0	0	0	0	4433567	0	195347		518812	2008122	167585	1350198	4238220	0	0	85314	0	0	260463	751075	54366	13474	1011538	137953	312505	13821	798	560566	465077	1021477	0	450458	0	0	0	945738	0	945738	true	230013	312952	801762	1206360	860355	20636	
619701	0	0	66510	1120657	0	1828754	0	0	12000	0	333510	0	5710		106927	0		1762244	327800	0	0	16185	12000	12000	70771	92652	18763	2688	163423	49695	71142	25593	2205	77948	148635	0	0	120837	0													
619859	40135	0	14090	86686	0	87035	0	0	15920	0	98664	0	9711		17108	7721		72945	88243	0	710	1479	15920	15212	8222	26472	2397	476	34694	1534	7405	3384	918	20459	13241	3831	0	8939	0													
619877	0	0	0	449000	0	13050000	0	0	100000	0	77747000	0	0		3414000	70968000	365000	13050000	77747000	0	0	117000	100000	100000	2308000	3021000	343000	71000	5264000	453000	522000	54000	7000	2329000	1036000	0	0	975000	0	0	0	0	0	0	true	0	12601000	70968000	0	0	0	
621151	14743	0	7195	19917	0	31665	0	0	0	0	55004	0	21996		6853	6657		24444	33008	26	0	361	0	0	3093	11069	1136	144	14162	6648	11220	0	294	8589	18162	0	0	17868	0													
621357	23968	0	26538	96153	0	180151	0	0	0	0	245690	0	21144		24935	127273		153613	224546	0	0	2620	0	0	12145	35214	4572	1301	46042	13802	24835	2148	433	28296	41218	0	0	38637	0													
621441	48286	0	19540	52738	0	117723	0	0	0	0	145231	0	18312		35454	18391		98181	126919	2	0	1336	0	0	17576	28000	10113	791	45576	8299	6651	4246	2878	21026	22074	0	0	14950	0													
622037	65217	0	62296	126139	0	229679	0	0	15000	0	308637	0	25509		46134	77180		167383	283128	0	0	2621	15000	12000	29437	52291	6312	293	69728	28147	49760	0	0	42199	77907	0	0	77907	0													
622774	153002	0	6593	674202	0	674202	0	0	0	0	1024694	0	4706		64838	521660		667609	1019988	0	0	10957	0	0	40780	79670	14002	8458	118295	67088	84793	18681	36560	78072	207122	12614	0	140914	0													
623052	59630	0	5291	154916	0	191604	0	0	0	0	186011	0	14413		20489	0		186313	171598	0	0	2125	0	0	14960	53314	4400	0	68274	8526	44665	516	0	52185	53707	0	0	53191	0													
623454	50505	0	26678	184616	0	260489	0	0	0	0	270838	0	1343		21372	130870		233523	269495	288	0	434	0	0	17909	36905	4758	497	54785	6452	21234	1192	515	38698	29393	0	0	27685	0													
623548	28555	0	37540	59959	0	117271	0	0	0	0	93485	0	10609		27077	9416		79731	82876	0	0	665	0	0	14239	22180	6381	1013	35991	6160	4996	546	0	16734	11702	0	0	11156	0													
623874	16951	0	0	15976	0	34578	0	0	1	0	218482	0	5174		51532	62257		34578	213073	0	235	9550	1	1	16551	62857	23272	1428	79408	8481	22214	4039	431	52575	35165	12165	0	30695	0													
624246	54428	0	40334	112963	0	262277	0	0	0	0	182360	0	13976		29488	22188	6616	221943	168384	0	0	2296	0	0	9924	38253	4485	104	48177	14429	37848	0	701	23278	52978	12926	0	52277	0													
624648	10310	0	13813	23079	0	48409	0	0	0	0	110948	0	10370		23735	21465		34596	100578	0	0	2825	0	0	19212	28485	291	1	43246	10317	20412	455	0	24254	31184	0	0	29840	0													
624778	253947	0	1970	39074	0	172702	0	0	0	0	667665	0	8435		143636	19848		170264	657891	468	1339	69101	0	0	71791	173738	19194	18653	245529	23186	77196	3992	6119	139739	110493	0	0	100382	0													
624956	33291	0	1761	73423	0	83670	0	0	0	0	95194	0	2198		16599	4377		81909	92996	0	0	1068	0	0	20331	16204	1601	246	36535	13342	5802	0	0	21783	19144	0	0	19144	0													
625056	14967	0	2483	26993	0	36728	0	0	0	0	37174	0	7224		2908	16434		34245	29950	0	0	709	0	0	549	1594	1489	658	2143	300	861	322	0	1381	1483	0	0	1161	0													
625065	22244	0	40320	93875	0	148503	0	0	0	0	243720	0	8566		6871	160402		108183	234917	0	237	378	0	0	4065	15047	1599	1302	15031	9623	26492	2948	0	15140	39063	4942	0	36115	0													
625159	62232	1	1770	19366	0	20286	0	0	0	0	640711	0	4		49570	294649	3826	18515	640457	0	250	1428	0	0	42897	67172	8909	346	110068	69968	87472	7067	0	69752	164507	0	0	157440	0	0	0	0	0	0	true							
625654	812466	0	71866	426991	0	469008	0	0	43821	0	1486435	0	24960		61679	561656	7995	365490	1461238	31652	237	2543	43821	0	10875	20220	4263	45010	23818	2751	26047	2884	265	18687	31947	268168	0	28798	0	0	0	245369	37994	283363	true	29978	30813	396949	126835	367119	430448	
625757	52550	0	28635	27920	0	152614	0	0	0	0	140627	0	14517		11680	62978		123979	126110	0	0	2268	0	0	6953	6603	2792	1136	12273	1140	5596	878	0	5805	7614	0	0	6423	0													
625850	30279	0	37567	156724	0	156724	0	0	0	0	103699	0	9075		19355	0		119157	94624	0	0	1293	0	0	22301	30223	1600	152	52524	8962	9055	860	267	34921	19144	0	0	18017	13308													
625953	28136	0	15132	50771	0	78486	0	0	0	0	57848	0	8732		9943	613		63354	49116	0	0	849	0	0	5254	10925	2510	281	16178	5541	3106	982	500	9027	10129	0	0	8647	0													
626101	371579	2	67307	216649	0	235175	0	0	120000	0	1049426	0	816		245088	148722	41275	164893	1048610	2973	0	15199	120000	120000	183475	190892	13864	1005	374367	59076	78932	1880	0	144149	139888	87048	0	138008	0	0	0	0	0	0	true	21358	13257	55623	93099	261194	110385	
627108	137073	0	122	59046	0	192008	0	0	0	0	581016	0	1135		92996	99209		191847	579655	39	226	32106	0	0	33955	129405	46442	2899	163360	19021	81625	31047	341	119704	132034	0	0	100646	0													
627854	30324	0	4229	46360	0	59595	0	0	0	0	163528	0	6180		25710	69571		55366	157348	0	0	4835	0	0	12303	25442	2897	1959	37745	11818	8949	0	266	16891	21033	0	0	20767	0													
628039	11348	0	9648	72976	0	100085	0	0	0	0	29182	0	234		5761	6473		90191	28948	246	0	615	0	0	2048	6578	496	49	8626	1422	768	0	0	3410	2190	0	0	2190	0													
628123	68401	0	0	107400	0	129389	0	0	6620	0	199697	0	0		16461	105201	12287	128897	199697	492	0	4260	6620	6620	4213	13581	4396	3061	17794	0	552	291	0	8790	843	0	0	552	0	0	0	0	0	0	true							
628356	35260	0	15569	63801	0	140728	0	0	2	0	172729	0	14066		24679	46542		125159	157917	0	746	4636	2	2	13408	30220	9313	712	43627	7666	21600	8008	0	28974	37274	24940	0	29266	0													
628552	25594	0	33065	112965	0	122107	0	0	4763	0	210168	0	33640		33046	4601	9445	89042	175823	0	705	5253	763	763	23366	63670	16795	709	87036	15351	52799	5283	2000	71494	75433	18075	2000	68150	0	0	0	0	0	0	true							
629148	16895	0	13629	72444	0	72950	0	0	1492	0	96807	0	9885		24332	0		59321	86922	0	0	3236	1492	1492	14711	30994	7236	991	45705	8724	11896	5087	275	29600	25982	0	0	20620	0													
629353	100349	0	82993	228183	0	360302	0	0	0	0	344415	0	49241		21472	100372		277302	295074	7	100	2418	0	0	26776	36019	3395	1028	62795	46354	25999	4123	0	45746	76476	0	0	72353	3482													
629522	48505	3	5483	70350	0	91614	0	0	0	0	92958	0	438		23446	6720		86128	92520	0	0	857	0	0	5925	23342	2275	860	29095	1743	3588	0	0	8956	5331	1015	0	5331	1015													
629746	20415	0	24567	29993	0	80386	0	0	0	0	99427	0	21839		10465	19082	3240	55819	77588	0	0	1781	0	0	10549	12342	2069	76	22891	10310	24317	267	0	14571	34894	0	0	34627	0	0	0	0	0	0	true							
630041	6622	0	4340	12994	0	13596	0	0	0	0	15254	0	147		3721	0		9256	15107	0	0	0	0	0	742	4976	1413	411	5718	1090	0	0	0	3821	1090	0	0	1090	0													
630340	12893	0	2274	20857	0	27940	0	0	0	0	54358	0	8941		13050	0		25666	45417	0	0	0	0	0	5387	13443	1824	252	18830	10765	8950	845	0	7856	20560	0	0	19715	0													
630555	85947	0	1865	171401	0	235466	0	0	0	0	322988	0	22619		17084	156606		233601	298680	0	1689	3047	0	0	36683	18618	2833	215	54868	14021	7521	542	0	41267	22084	66707	0	21542	0													
630658	101041	0	36830	190639	0	244952	0	0	0	0	149029	0	2424		18383	14975		208122	146605	0	0	2591	0	0	6193	17236	4248	1783	22477	386	3167	0	0	11077	3553	0	0	3553	0													
631039	16057	0	18475	98091	0	145342	0	0	0	0	146931	0	19396		11652	82817		126867	127535	0	0	1194	0	0	12297	12960	940	49	25257	12836	8472	502	0	14595	21810	0	0	21308	0													
631150	36578	0	29287	86896	0	171638	0	0	0	0	175427	0	1627		17694	64237		142351	173800	0	0	2083	0	0	19520	27657	6813	218	40290	8657	9453	2295	0	36512	20405	15413	0	18110	0													
631178	53117	0	24146	130869	0	130869	0	0	0	0	197088	0	12809		32634	18235	16364	106723	184279	0	0	7336	0	0	19330	40416	7074	3089	59746	15564	35022	4641	600	37275	55827	0	0	50586	0	0	0	0	0	0	false							
631422	257182	0	19594	464613	0	763700	0	0	0	0	855699	0	80948		133479	115629	49522	744106	774751	0	0	23457	0	0	73622	197390	9325	3486	270909	77942	117269	2678	1176	150344	199065	0	0	195211	0	0	0	0	0	0	true	94303	247217	77796	37833	242278	14904	
631570	4915	0	3559	312037	0	316701	0	0	123821	0	573036	0	50342		165151	259108		313142	522694	0	0	4390	123821	103821	55791	127467	27467	4307	183258	40989	50806	1164	1022	49881	93981	0	0	91795	0													
632410	278536	0	151525	227764	0	479205	0	0	0	0	356581	0	14575		27494	16634	16427	327680	342006	0	0	4776	0	0	12392	27033	8165	1208	39424	3774	6915	1923	0	21304	12612	0	0	10689	0	0	0	0	0	0	true							
632607	149459	65	16438	148678	0	382658	0	0	82433	0	791139	0	2382		123783	173556		366155	788757	0	0	3812	82433	77167	92856	176856	46641	620	269712	34558	78009	38279	305	193190	151151	0	0	100064	0													
632858	5561	0	512	50423	0	56427	0	0	10000	0	410423	0	1271		53854	47823		55915	346781	0	62371	13617	0	0	82485	144468	4356	528	226953	48091	75362	1749	0	177983	125202	0	10000	123453	50334													
633378	770504	6	590765	1023051	0	1944538	0	0	759180	0	3710543	0	17498		1229312	972464	196675	1349555	3633142	4212	59903	70947	759180	753900	1204500	466734	56948	15849	1671234	119293	97931	5592	728	514719	223544	440730	0	217224	59584	0	0	413439	0	413439	true	149229	670080	942885	26715	744432	25215	
633640	26913	0	5458	30842	0	90260	0	0	0	0	124614	0	17107		15141	47362		84802	107507	0	0	737	0	0	4543	21175	736	798	23657	3334	18561	1192	0	12111	23087	0	0	21895	0													
634544	21004	0	983	35882	0	57821	0	0	5000	0	99986	0	2281		18376	40040		56838	97705	0	0	762	0	0	3707	14958	8199	1178	18665	1054	6451	892	2500	9667	10897	0	2500	7505	249													
634955	34457	0	22554	78251	0	120450	0	0	0	0	139502	0	37533		16010	38714		97401	101289	495	680	3146	0	0	19972	21357	4130	851	41329	7000	13021	0	0	30300	20021	29288	0	20021	6391													
635840	99957	0	57631	191659	0	289291	0	0	0	0	290452	0	53416		57871	9562		231165	236963	495	73	1919	0	0	39610	60927	8156	1359	100537	29479	34867	6534	0	52181	70880	12272	0	64346	0													
635907	91196	0	3072	127911	0	200975	0	0	41258	0	673871	0	23342		120992	257540		197523	649635	380	894	16928	41258	41258	90938	92305	14502	1880	183243	39675	65071	19364	1398	78634	125508	0	0	104746	0													
636276	34490	0	0	23503	0	51210	0	0	21332	0	194768	0	8354		68988	34845		51210	186414	0	0	7921	19533	0	17921	26732	24919	29580	44653	4524	11263	5787	4707	30165	26281	0	0	15786	0													
636753	4797	0	1938	16834	0	19063	0	0	10000	0	41308	0	4849		2575	20413		17125	36459	0	0	0	10000	10000	12453	2209	167	0	4661	0	1017	253	0	12253	1270	0	0	1017	0													
636771	1937736	7	250752	1128868	0	1495031	0	0	173242	0	3424651	0	114617		427841	511071	36675	1226360	3308595	17912	1439	10117	173242	172728	534635	169138	19505	3335	703773	142777	99653	6800	0	298772	249230	981115	0	242430	0	0	0	981115	0	981115	true	26121	31414	362113	128897	1206890	659966	
637170	55140	0	10030	106045	0	209208	0	0	3094	0	388267	0	39569		50213	162105		198931	348698	247	0	9530	3094	3094	49118	44797	8234	2538	93915	36241	25503	2820	1772	54474	66336	11742	0	61744	0													
637451	227453	5	301910	2409888	0	2409888	0	0	15264	0	8336953	0	518476		246991	6905321	92546	2078917	7818015	29056	462	24448	15264	15264	319404	247884	28241	5659	567288	300054	220859	40682	41396	354197	602991	1149257	0	520913	0	323938	902	1094964	0	1079699	true	39724	103010	1147605	5257570	221814	5639	
637554	57743	0	17845	102237	0	177572	0	0	0	0	320382	0	49477		3296	257158	7922	158241	270905	1486	0	0	0	0	1526	2640	761	19	4166	0	264	0	272	1650	536	53386	0	264	0	0	0	46447	0	46447	true							
638131	45844	0	9745	66780	0	123908	0	0	0	0	135708	0	6164		24328	17384		114163	129544	0	0	4510	0	0	15835	32662	1983	812	48497	4051	17136	0	0	26964	21187	0	0	21187	0													
638355	14110	0	0	66916	0	75354	0	0	0	0	160007	0	0		16433	37041		75354	160007	0	0	6375	0	0	17171	32231	3019	2685	49402	22087	31368	295	0	38672	53750	0	0	53455	0													
638850	14832	0	19866	65719	0	93483	0	0	0	0	71629	0	11		2912	47646	3572	73617	71618	0	0	2047	0	0	2069	3699	71	0	5768	2381	931	0	0	2927	3312	0	0	3312	0	0	0	0	0	0	true							
639549	64190	0	24197	113431	0	219644	0	0	0	0	359503	0	92437		64198	154542		195422	267066	25	0	9182	0	0	31801	69539	12261	822	101340	2656	18678	4684	330	50225	26348	11332	0	21334	0													
639567	49132	0	0	0	0	0	0	0	0	0	973562	0	0		0	0	0	0	728474	0	245088	0	0	0	129247	439647	67214	13589	568894	57043	199588	15703	2399	649697	274733	0	0	256631	245088	0	0	0	0	0	true	0	0	0	0	49132	0	
639633	57629	0	10964	70997	0	103135	0	0	1000	0	162654	0	12582		38330	11234		92171	150072	0	0	2035	0	0	25988	40441	4552	2458	31636	7803	11368	1180	0	35110	20351	0	0	19171	0													
639857	4879	0	2324	23284	0	23358	0	0	0	0	23180	0	2854		2833	8726		21034	20326	0	0	163	0	0	4169	1053	272	58	5053	2572	1452	0	0	2719	4024	0	0	4024	0													
640143	23804	0	15121	28040	0	52406	0	0	0	0	55347	0	7432		10049	5591		37285	47915	0	0	1245	0	0	7976	9697	400	201	16718	3484	2096	2098	0	8225	7678	0	0	4908	0													
640246	34119	18	20719	99896	0	176701	0	0	15000	0	237050	0	17847		50952	2171	8646	154726	218735	1238	468	3485	15000	15000	42727	46322	46979	19339	88016	12983	29534	1476	1400	104415	45393	83369	0	42517	35851	0	0	43016	0	43016	true							
640442	61110	0	1853	39507	0	57924	0	0	6031	0	185834	0	20063		41657	15241		56071	150954	0	14817	2114	1523	1007	16503	41873	22524	7347	54853	6782	10245	4208	0	46591	21235	2974	2008	17027	10074													
640956	24016	3	22530	52520	0	89587	0	0	0	0	126796	0	17299		17740	40452		67054	109237	0	260	3117	0	0	18118	24983	389	121	40510	12051	6666	0	0	25871	18717	915	0	16686	0													
641449	20328	0	33014	30397	0	78503	0	0	0	0	66307	0	6640		13780	6390		45489	59667	0	0	5808	0	0	10863	18969	1954	574	29311	1919	5310	0	0	18580	7229	0	0	7229	0													
641579	46722	0	736	91650	0	100907	0	0	0	0	132499	0	1075		24415	29487		100171	131424	0	0	1298	0	0	14723	24443	1401	1734	38213	6127	7604	0	258	17886	13989	0	0	13294	0													
642437	20521	0	12777	53062	0	99526	0	0	0	0	138884	0	13292		37363	2568	17469	86749	125592	0	0	9274	0	0	17011	42436	5719	1512	59447	16802	31252	1063	0	29315	49117	0	0	48054	0	0	0	0	0	0	true							
643078	1367	0	0	5107	0	71378	0	0	63636	0	184728	0	0		24836	48496		71377	184728	1	0	9053	63636	0	19182	47069	44559	1325	66251	3909	14950	3871	0	87299	22730	0	0	18859	0													
643274	5180	0	0	269	0	269	0	0	11025	0	37450	0	0		6593	0		269	37450	0	0	2140	11025	8484	5506	5306	3804	0	10812	1416	12207	4030	0	8024	17653	0	0	13622	0													
643340	92614	0	128957	145353	0	332240	0	0	0	0	170736	0	3501		14592	59742	5866	202952	167235	331	0	1047	0	0	2701	7204	4630	2801	9825	251	793	0	0	2744	1044	0	0	1044	0	0	0	0	0	0	true							
643658	16592	0	170	34320	0	42019	0	0	0	0	52326	0	809		3673	13532	71	41839	51517	10	0	0	0	0	7353	4648	1490	0	12001	3701	3574	1436	0	9818	8711	0	0	7275	0	0	0	0	0	0	true							
644057	7002	0	969	14793	0	22837	0	0	1000	0	24385	0	421		5653	675	592	21868	23964	0	0	0	0	0	1344	6370	1446	460	7714	536	6278	274	0	3967	7088	0	1000	5813	0	0	0	0	0	0	false							
644141	25648	0	17961	39540	0	62148	0	0	0	0	50005	0	2971		6069	7045		44187	47034	0	0	1257	0	0	2987	5321	2573	68	8308	1928	3258	1177	0	4880	6363	0	0	4185	0													
644646	27323	0	4270	30098	0	57748	0	0	0	0	84021	0	15123		13346	35203		53478	68898	0	0	0	0	0	2200	7123	10731	319	9323	0	262	861	0	7026	1123	0	0	262	0													
644776	22454	0	26462	2515	0	67923	0	0	59142	0	206566	0	22453		76848	14655	4921	41461	148600	0	35513	2619	58841	25867	23417	53532	42002	15871	76949	5099	29538	0	0	57973	34637	10575	301	34637	35276	0	0	3193	0	3193	true							
644842	14277	0	9833	44193	0	66125	0	0	4068	0	172448	0	13347		22424	52215		55550	159087	742	14	2434	4068	4068	30566	32287	2979	68	62853	25269	14787	0	0	43476	40056	14665	0	40056	0													
644954	500	0	0	0	0	0	0	0	0	0	500	0	0		0	0		0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													
644963	10698	0	15518	49678	0	66167	0	0	0	0	67440	0	4785		12676	14447		50648	62655	1	0	888	0	0	11295	19677	485	0	30876	5970	4868	0	0	18781	10838	0	0	10838	0													
645157	32675	0	14549	46215	0	78804	0	0	10	0	109044	0	12617		20926	17205	3519	64255	96427	0	0	1556	10	10	10780	23943	3505	1034	34723	3414	15285	882	321	18336	19902	0	0	18699	0	0	0	0	0	0	true							
645317	129246	0	63139	410406	0	573467	0	0	0	0	928827	0	100418		120089	464613	15305	510328	828409	0	0	5870	0	0	145949	71500	2986	0	217449	83211	30031	1291	0	100346	114533	0	0	113242	0	0	0	0	0	0	true	154554	78644	51157	413456	112099	17147	
645465	15837	0	90631	917717	0	921226	0	0	202726	0	1299816	0	14028		25339	1060330	5327	824405	1019771	6190	266017	3117	202726	192160	39475	82216	2517	0	121691	30699	53829	9511	5400	98871	99439	366806	0	83245	0	0	0	492740	0	314771	true	16001	65035	179502	394278	13192	2645	
645540	48201	9	16060	83500	0	135825	0	0	0	0	197404	0	6667		25907	99750		119756	190737	0	0	2783	0	0	9926	25953	7887	667	35879	1300	2903	817	0	18526	5020	0	0	4203	0													
645577	16187	0	435	22558	0	46014	0	0	9000	0	105583	0	1377		27876	20585		45310	91857	269	12349	3554	9000	9000	14093	42018	291	110	56111	3167	7632	1500	0	28636	12299	0	0	10799	997													
645625	3089895	23	568708	10658102	0	10658154	0	0	151483	248	10973282	0	1317500		1199998	4901860	355776	10076186	9649115	13237	6419	96115	151483	151483	799423	1113348	139141	84163	1912771	310941	474895	48129	11487	936077	845452	2094482	0	785836	0	0	0	2061750	0	1917958	true	2224515	297235	2062908	2460103	2954516	131023	
646042	12224	0	2705	24067	0	47697	0	0	0	0	77957	0	6136		18310	25326		44992	71821	0	0	842	0	0	10262	19010	1162	358	29272	4894	4721	0	0	12482	9615	0	0	9615	0													
646145	27347	0	12361	83890	0	132871	0	0	0	0	161083	0	47026		33099	3397		119520	114057	990	0	7731	0	0	33131	34631	7536	4012	67761	18853	30874	1302	0	46211	51029	48848	0	49727	0													
646172	127989	0	0	222166	0	222166	0	0	0	0	182417	0	0		15733	27998		222122	182417	44	0	4907	0	0	6505	13058	4399	31	19563	637	1483	317	0	8260	2437	0	0	2120	0													
646444	9640	0	0	65419	0	69679	0	0	0	0	122147	0	0		31154	11530		69679	121449	0	698	1017	0	0	30156	41915	3960	1228	15242	12777	9739	953	250	46105	23719	0	0	22516	698							1						
646471	2212	0	0	0	0	0	0	0	0	0	13689	0	118		6924	0		0	13571	0	0	716	0	0	3646	4257	2194	1081	7901	0	300	0	0	4253	300	0	0	300	0													
