"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONMT87	RCONMT89	RCONMT91	RCONMT93	RCONMT95	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
35057	17234	0	4305	63695	0	114379	0	0	0	0	126338	0	4083		27005	32786	5116	107962	122255	2112	0	2768	0	0	16997	34736	6015	182	51733	6482	10213	1693	0	30924	18388	1081	0	16695	5974	0	0	0	0	0	true							
35301	0	0	1820000	192011000	0	192111000	0	0	15410000	0	15043000	0	0		0	9694000	0	190290000	15043000	1000	0	0	13050000	13050000	0	0	0	0	0	2924000	2425000	0	0	0	5349000	0	2360000	5349000	0	0	0	13050000	0	0	true	0	0	0	9694000	0	0	
35646	13903	0	3256	25479	0	30998	0	0	15659	0	78775	0	5004		14949	12917		27742	73363	0	408	2005	15659	4034	5955	15571	20328	2917	21526	5031	2153	0	0	29822	7184	4940	0	7184	0													
35879	30505	0	4	7477	0	38623	0	0	0	0	182413	0	4771		50802	39779		38619	177642	0	0	6244	0	0	26081	45914	16363	5195	71616	3763	9364	4665	784	42751	18576	14171	0	13126	0													
36933	11224	0	55420	267346	0	267346	0	0	46046	0	163497	0	7186		28065	0		208954	142162	2972	14149	4895	46046	46046	28691	78095	15599	2021	106786	6250	19872	1745	0	96341	27867	110609	0	26122	14584													
37051	9057	9	4853	5765	0	18697	0	0	8709	0	95190	0	10937		17718	17389		13835	84253	0	0	930	8709	8709	9748	39123	1478	124	48622	1837	16179	255	0	32755	18271	0	0	18016	0													
37341	8473	0	1224	15759	0	17804	0	0	5286	0	49260	0	950		9872	12131		16574	45299	6	3011	2337	5286	1011	4452	13883	4565	2532	18335	1110	2115	0	0	15559	3225	1581	0	3225	0													
37435	238765	0	195476	754043	0	1255002	0	0	0	0	637128	0	22490		101900	237596		1059526	614638	0	0	10054	0	0	30254	81427	24536	7904	111641	3900	8650	3465	631	42221	16646	0	0	12550	0													
37640	2696619	0	424728	1649008	0	1679231	0	0	58404	0	5405710	0	904888		502560	1347270	81758	1251743	4499903	2760	919	29293	58404	38110	288826	508720	111301	21331	797546	154247	231606	41948	3842	427618	431643	167756	0	385853	0	0	0	156220	0	156220	true	923041	261653	454456	672686	1410178	831353	
37659	7601	0	1005	14750	0	23199	0	0	0	0	24285	0	364		4423	0		22194	23921	0	0	0	0	0	3104	7968	163	0	11072	1122	3825	501	0	6812	5448	0	0	4947	0													
37949	7523	0	41314	31342	0	89379	0	0	4085	0	115378	0	13030		8541	80485		48055	102348	10	0	3431	4085	0	2085	5327	3945	5026	7412	1000	7166	1323	1498	7842	10987	0	0	8166	0													
38740	31567	0	34052	84471	0	136011	0	0	19211	0	170665	0	14850		43671	50671		101847	155780	112	35	4067	19211	0	14788	29459	14770	6734	44247	6930	14992	755	0	22080	22677	0	0	21921	0													
39327	103098	0	21608	273957	0	450703	0	0	0	0	431626	0	37967		47305	187011		425357	391046	3738	2613	5518	0	0	56138	60701	9751	0	116437	11246	3178	503	0	79284	14927	157255	0	14424	0													
40033	6874	0	3911	13598	0	27268	0	0	0	0	14611	0	266		4499	303		23357	14345	0	0	682	0	0	2987	2579	499	62	4141	1306	0	0	0	1629	1306	0	0	1306	0													
40499	834511	6	16016	805346	0	1057362	0	0	316871	248	3401706	0	263136		732129	1140574	107005	1039725	3134357	1615	3965	37781	316871	316871	397334	665590	43614	2537	1062923	65919	237933	13171	523	376946	317546	292178	0	303852	0	0	0	269298	0	269298	true	292977	231664	63235	629672	375021	459486	
40855	6957	0	1124	28522	0	28522	0	0	0	0	132858	0	8171		29013	56561		27398	124687	0	0	2987	0	0	18177	27704	9894	5921	45881	3754	2702	425	763	32683	7644	0	0	6456	0													
41553	13958	0	41279	13115	0	74932	0	0	0	0	46272	0	4069		8852	234		33653	42203	0	0	386	0	0	10642	10869	1186	0	21511	4042	3916	1425	0	13845	9383	0	0	7958	0													
41629	43432	0	2957	94276	0	124120	0	0	0	0	158751	0	2950		35327	13937		121163	155801	0	0	1759	0	0	17771	36449	7448	535	54220	5917	28613	4649	0	26876	39179	469	0	34530	0													
41825	77448	0	53642	444731	0	459423	0	0	15000	0	523467	0	7131		66435	259266	17607	402065	516336	3716	0	3536	15000	0	21491	60156	35720	730	81647	24032	34161	10465	0	51662	68658	193732	0	58193	0	0	0	179572	0	179572	true	87135	822	174550	82015	62919	2830	
42037	10344	0	3416	25288	0	36134	0	0	0	0	47672	0	1296		7955	13810		32718	46376	0	0	0	0	0	393	13817	1472	741	14210	0	6561	534	0	8468	7095	0	0	6561	0													
42354	16029	0	39932	77232	0	147269	0	0	0	0	134219	0	13218		12139	52075		107337	120258	0	743	1259	0	0	11614	29547	1516	0	41161	7810	15628	0	0	30538	23438	26079	0	23438	0													
42372	30667	0	2256	98254	0	101635	0	0	0	0	277949	0	2789		51749	69017		99379	275160	0	0	10264	0	0	26078	82044	4218	2111	108122	13264	49636	914	0	62703	63814	0	0	62899	0													
42420	1427819	390	749902	2505858	0	4410241	0	0	62136	0	5906723	344	151199		744965	2676085	90650	3653142	5754200	6807	980	29210	62136	62136	549904	768782	52967	13614	1318686	165761	243682	7739	371	640302	417553	375178	0	409443	0	0	0	334512	0	334512	true	839279	815654	1593621	1082464	1267103	160716	
42448	132274	0	200469	876688	0	876688	0	0	124076	0	1236865	4989	95330		331499	89202		674557	889842	1662	246704	52016	116061	67177	141319	466050	150007	11831	607369	49391	170035	23673	3082	437708	246181	30785	498	219425	135481													
42457	3733	0	4177	7827	0	17983	0	0	15740	0	32185	0	8610		1540	21155		13806	23575	0	0	0	144	144	103	2031	251	6	2134	1005	3900	0	0	852	4905	0	15596	4905	0													
43052	18340	0	0	25217	0	42372	0	0	0	0	67903	0	0		13022	17229		42372	67903	0	0	635	0	0	10358	12821	2081	12	15950	3683	2767	611	0	12251	7061	0	0	6450	0													
43351	21977	67	36674	237020	0	237020	0	0	55555	0	273427	590	13522		29702	147083		196215	257874	4064	1441	2072	0	0	15529	55384	7638	1115	70913	6374	17023	1303	0	49965	24700	160390	0	23397	0													
43856	26054	0	12808	17691	0	35411	0	0	6	0	45445	0	550		6068	1013		22418	44895	185	0	2254	6	6	4426	5791	2426	0	10216	2905	2312	520	0	6575	5737	2398	0	5217	0													
43959	22799	0	5317	69961	0	88719	0	0	0	0	128057	0	3076		7730	61495		83334	124981	68	0	708	0	0	5180	15950	831	622	20548	8914	10265	0	2000	14853	21179	0	0	19179	0													
44040	105633	0	57484	56344	0	150216	0	0	0	0	211090	0	4584		40539	10540		92732	206506	0	0	0	0	0	32914	39377	4625	0	72291	5853	11287	861	0	36377	18001	0	0	17140	0													
44433	691411	0	0	94624	0	100791	0	0	64165	0	1050866	0	0		92949	86152	4112	100791	1050866	0	0	1999	64165	10514	73320	84288	54654	0	157608	23798	36243	1000	0	119313	61041	0	0	60041	4306	0	0	0	0	0	true							
44741	91348	2	126866	190123	0	337299	0	0	0	0	294717	0	51054		22932	102501		208696	243168	1735	495	6397	0	0	11522	20623	7680	5153	31017	5418	47871	2600	0	22047	55889	93426	0	52551	0													
44750	9462	0	12808	42466	0	63800	0	0	44819	0	124438	0	9070		18737	20059		50476	115368	516	0	6647	0	0	12585	22603	2622	3218	35188	8369	30091	12792	2636	22292	53888	23510	0	38459	0													
44929	57874	0	35348	45189	0	97101	0	0	0	0	80484	0	1325		11106	4008	6498	61753	79159	0	0	2815	0	0	2793	4686	5540	1900	6365	2010	262	575	835	3813	3682	0	0	2272	0	0	0	0	0	0	false							
45056	8880	0	2931	17697	0	28692	0	0	0	0	60456	0	16018		12698	25188		25761	44438	0	0	1503	0	0	5483	12389	1280	51	17872	1810	5372	0	0	6507	7182	0	0	7182	0													
45458	25495	0	9873	75425	0	75425	0	0	3603	0	137799	0	32044		26383	36110		65552	105755	0	0	2639	3603	3603	21633	28787	1090	518	48825	15622	8542	0	0	25645	24164	254	0	24164	0													
45551	109688	5	71849	472710	0	472710	0	0	150000	0	692238	0	30415		102085	187809		400768	661823	88	0	6068	150000	150000	93793	207746	19766	2963	300458	24891	39774	4365	1443	222183	70473	96498	0	64665	0													
45560	212877	0	24790	241520	0	268849	0	0	0	0	2263099	0	9839		34760	1383965	7646	244059	2253260	0	0	2746	0	0	88595	19039	2186	0	105867	440793	115380	265	0	75060	556438	5666	0	556173	0	0	0	0	0	0	true	22204	27329	217309	474535	143177	69700	
45775	19193	0	0	24697	0	45674	0	0	0	0	132598	0	2164		38266	22203		45674	130434	0	0	9720	0	0	16311	53586	4059	1065	69896	3801	11005	1375	0	36755	16181	0	0	14806	0													
46053	109645	244	14308	85607	0	126440	0	0	5000	0	170430	0	6121		31570	0		111888	164309	0	0	1425	5000	5000	10680	34815	4773	940	45495	3198	4690	312	1377	19638	9577	3533	0	7888	0													
46941	21342	0	17026	42266	0	102474	0	0	5035	0	102023	0	2450		23279	14072		84706	98082	742	1491	2029	5035	0	13785	23506	6757	1875	37291	10909	7616	1903	258	22644	20686	31060	0	17964	1491													
47247	38287	295	22605	678073	0	679225	0	0	137794	0	490919	3675	28283		148442	207899	6693	593152	458646	63173	315	2920	137794	65141	64962	56280	76131	930	120839	21911	23998	251	269	49862	46429	44636	0	45908	145	0	0	86367	0	0	true	36765	14530	31543	140577	37185	1102	
47500	83260	0	18037	74893	0	172664	0	0	243	0	276547	0	7496		49399	62598		152150	268553	2477	498	8234	243	243	28256	50909	7292	2440	79165	21288	20137	367	0	39497	41792	53258	0	41425	498													
48374	120093	0	41217	242290	0	516308	0	0	122024	0	1079533	0	98775		313882	111822		474486	959663	605	21095	39589	122024	94095	147121	370993	84148	3271	517451	95668	127892	18524	0	291651	242084	52677	0	223560	20107													
48440	17758	0	2284	52651	0	52944	0	0	7837	0	135892	0	4854		36089	51880		37941	127110	12719	3928	1773	7837	7837	15669	29345	9389	681	45014	1535	7996	1389	251	18995	11171	0	0	9531	0													
49054	14559	0	573	11559	0	15295	0	0	72745	0	157263	0	1010		77194	52613		14722	156253	0	0	0	72745	24599	9631	24781	34581	15563	34412	1107	4020	408	0	7362	5535	1541	0	5127	0													
49148	23049	0	14568	27884	0	58618	0	0	0	0	58488	0	13952		10320	1290		44050	44536	0	0	1155	0	0	5911	11154	2087	246	17065	3668	9820	1263	0	9078	14751	0	0	13488	0													
49241	65367	0	121533	322365	0	585139	0	0	55112	0	698589	0	62002		94558	236588		461540	636587	2066	0	15091	55112	55112	122700	114652	5089	83	237351	46710	99033	8367	0	147966	154110	0	0	145743	0													
49652	10503	0	5818	38004	0	55821	0	0	10500	0	65101	0	9705		8417	12518		49261	34253	742	21143	997	0	0	5670	11922	8240	1668	17592	1212	1859	6259	5250	19082	14580	7577	0	3071	9893													
49858	12449	0	57	49378	0	54718	0	0	0	0	74361	0	0		15061	3282		54661	74361	0	0	103	0	0	10863	22929	2519	103	33792	6776	15108	333	0	21353	22217	0	0	21883	0													
49951	43337	0	14272	17741	0	59795	0	0	0	0	155707	0	1465		13476	52575		45523	154242	0	0	1069	0	0	11235	16605	4080	219	27840	12120	15535	0	0	18663	27655	0	0	27655	38452													
50144	6834	0	5332	14405	0	24184	0	0	0	0	52131	0	2584		15875	4583		18852	49547	0	0	3254	0	0	15330	12619	1675	875	27949	6281	3058	876	0	14624	10215	0	0	9339	0													
50461	88	0	0	22540	0	22540	0	0	0	0	33257	0	0		1128	6861	73	22540	25577	0	7680	0	0	0	3229	3997	4802	0	7226	7433	3334	3243	270	10900	14280	0	0	10767	0	0	0	0	0	0	false							
51253	61279	0	27266	234511	0	234511	0	0	365136	0	781765	0	70639		59330	115916	12912	206405	704467	840	6659	6427	365136	27993	49861	102849	60540	294327	152710	28989	65928	2027	50	448247	96994	21370	0	94917	7507	0	0	15118	0	15118	true	102755	43163	112963	2952	56497	4782	
51356	8553	0	1108	10516	0	16563	0	0	0	0	32972	0	0		4139	0	3609	15455	32972	0	0	0	0	0	2662	4706	1577	0	7368	3730	3283	8461	0	4806	15474	0	0	7013	0	0	0	0	0	0	false							
51459	28126	0	11199	99614	0	112145	0	0	0	0	175629	0	69575		16630	53254		100946	106021	0	33	2717	0	0	18259	17612	1678	0	35870	45329	11371	0	0	20918	56700	55	0	56700	62													
51842	101804	1070	13589	106366	0	180737	0	0	6448	0	381145	0	82299		70490	23334	20205	166078	291258	0	7588	7009	6448	4464	71407	114803	41122	1801	186209	8913	16000	1655	307	158642	26875	45821	0	24913	76669	0	0	0	0	0	true							
52719	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false							
52951	16318	0	16386	147581	0	147581	0	0	6445	0	130812	0	30811		22085	38089		131195	100001	0	0	2360	6445	5588	17084	32712	3178	1053	49796	4335	18043	0	0	31942	22378	0	0	22378	0													
53051	14173	0	4555	37849	0	50331	0	0	0	0	59023	0	1649		10687	7354		45776	57374	0	0	906	0	0	3246	17812	1773	1231	21057	1885	11549	0	0	13375	13434	0	0	13434	0													
54058	123738	0	2167	73737	0	95755	0	0	0	0	427306	11	46695		71850	85450	24595	93588	374201	0	6399	16311	0	0	28644	98628	15342	13352	108192	5670	52613	3080	789	84116	62152	0	0	58283	6399	0	0	0	0	0	true							
54973	2757629	941	109572	2505180	0	3991914	0	0	0	0	4005099	0	627		268371	533623	83555	3871312	4002231	10089	2241	5308	0	0	219346	255007	23723	14442	474353	92533	101971	3316	3509	244147	201329	69743	0	194504	0	0	0	0	0	0	true	1285066	1017838	39576	492161	2604367	152635	
55336	109981	0	418	140270	0	242125	0	0	0	0	325493	0	0		56351	29546		241707	325493	0	0	3696	0	0	36277	75401	10612	2356	111030	23789	33571	3355	605	68295	61320	15875	0	57360	0													
55635	5239	0	879	22689	0	32892	0	0	0	0	135942	0	13966		4114	27434		31715	72819	298	49157	235	0	0	23021	37335	16630	510	60356	12687	9144	3943	0	73381	25774	28115	0	21831	29684													
55970	151268	7	997	151077	0	211471	0	0	0	0	335495	0	3051		45314	21440		209973	332444	494	0	10205	0	0	44198	57666	1515	1346	101864	28649	29153	0	260	59411	58062	8908	0	57802	0													
56258	75403	0	5850	71695	0	71695	0	0	7500	0	217765	0	37783		22555	87867		65845	179982	0	0	217	7500	7500	6793	29062	2643	682	14776	6038	5211	4066	0	16625	15315	0	0	11249	0													
56351	1339090	0	7584	66667	0	66667	0	0	0	495	3750531	0	345339		170872	1833419	35422	56929	3398995	2154	5702	11722	0	0	210924	130703	32506	7744	341627	130396	54430	11319	0	211005	196145	469174	0	184826	0	0	0	0	0	0	true	2325	1663	700708	799155	603677	729393	
56548	86739	0	3781	65383	0	86789	0	0	139471	0	478903	4750	50228		150477	18026		80305	349673	2703	74252	578	139471	73013	61138	120173	111155	8578	181311	20672	45901	6522	0	150567	73095	13970	0	66573	104539													
56717	447291	0	22986	66459	0	69720	0	0	47001	0	868899	0	81740		150686	65464		45000	786583	1734	576	8277	43986	43986	143659	122653	4727	610	266312	36399	45949	2147	0	120964	84495	48668	3015	82348	0													
57451	63614	0	56894	107865	0	239062	0	0	0	0	376072	0	40890		64720	167139		182168	335182	0	0	8196	0	0	47170	53552	6632	1942	99395	14977	20684	362	0	44576	36023	3181	0	35660	0													
58225	61419	0	16665	104266	0	151555	0	0	0	0	265339	0	9833		72128	30671		134890	255506	0	0	10337	0	0	34955	74757	18520	5321	102502	12324	22186	4600	586	61425	39696	0	0	32080	0													
58243	318758	0	151783	1874424	0	2261389	0	0	215296	0	3522567	0	98621		468323	2119357	57605	2106138	3423659	3468	287	18375	215296	215296	282060	395629	33328	2035	677689	106937	199629	64834	0	244729	371400	117320	0	306566	0	0	0	102349	0	102349	true	321247	387468	930268	1189089	273721	45036	
58355	4896	0	1237	14101	0	23639	0	0	0	0	39055	0	825		5795	15645		22397	37387	5	843	0	0	0	3735	8072	108	14	11807	868	5718	0	0	6134	6586	0	0	6586	0													
58551	43708	0	0	52094	0	92476	0	0	25601	0	146640	0	0		18748	1537		92476	146640	0	0	586	1	0	12199	22987	5355	0	35186	15166	29894	15795	0	21793	60855	0	20800	45060	0													
58636	213257	0	4266	71713	0	75135	0	0	0	0	421187	0	66596		41065	47651		70869	354591	0	0	1724	0	0	28262	51471	3049	1116	79733	25241	51140	0	0	42833	76381	0	0	76381	0													
58757	35197	0	9439	137016	0	137016	0	0	31286	0	262087	0	7918		46167	85876		126946	254001	631	168	3910	31286	0	20311	59017	12279	22814	74330	5944	18487	2162	0	68254	26593	11864	0	24431	0													
58971	393170	88	50724	905591	0	983431	0	0	0	0	7888727	30408	193611		157494	6756131	25271	930141	7664334	2478	374	7284	0	0	175439	177807	8130	4221	352677	236972	135781	1076	0	208103	373829	115794	0	372753	0	0	0	84538	0	84538	true	72186	48532	1846718	4702279	314360	78364	
59316	198547	3	245781	838012	0	871679	0	0	28229	0	1228319	0	222455		264039	192885		622110	1005333	3785	531	23966	0	0	166765	341287	67530	2799	507730	85525	164739	8242	0	314342	258506	198618	28229	250264	0													
59352	92879	0	42081	126906	0	255070	0	0	0	0	306706	0	6588		49403	59671		212988	300118	1	0	3433	0	0	26593	75873	5992	33	102466	14287	29623	1754	0	59089	45664	0	0	43910	0													
59370	35559	0	4	16648	0	49610	0	0	0	0	247617	0	342		79846	38069		49519	247275	87	0	13114	0	0	21458	69903	44024	11003	91361	5901	14171	6661	869	66541	27602	0	0	20072	0													
59754	3434	0	7048	16956	0	46021	0	0	128979	0	158160	0	936		129819	15146		38231	156479	742	745	245	128979	8442	5367	5281	6431	114994	10648	6330	1177	0	0	2254	7507	30928	0	7507	745													
60143	1990000	3107000	2233000	33931000	4000	33931000	0	0	4308000	0	29881000	8000	443000		1642000	23759000	207000	28340000	29428000	247000	2000	42000	4308000	4308000	1847000	804000	43000	12000	2651000	929000	486000	11000	0	1064000	1426000	3507000	0	1415000	0	0	0	2000	61000	63000	true	6998000	4992000	7841000	15606000	1814000	174000	
60330	113726	0	167337	450916	0	711330	0	0	0	0	567147	0	47179		61244	240420	19762	543993	519968	0	0	6008	0	0	56578	64119	5233	1836	120697	37170	45298	2192	575	66522	85235	45226	0	82468	0	0	0	28882	0	28882	true	148538	103852	113275	97345	86495	9852	
60545	15192	0	12726	29747	0	50242	0	0	0	0	204683	0	30385		49239	81731		37516	174298	0	0	13004	0	0	30199	31359	15157	2815	49245	11936	14194	2100	0	30291	28230	0	0	19446	0													
60554	10401	11	961	28061	0	34111	0	0	5132	0	53549	1905	972		5927	19086		33139	50672	0	0	0	0	0	4455	9152	63	150	13607	3056	6922	263	0	7893	10241	0	5132	9978	0													
60648	37174	0	65342	78380	0	224944	0	0	0	0	157630	0	14074		15710	83962		159602	143556	0	0	6882	0	0	12728	6980	4345	2852	12772	5147	1317	2716	409	11196	9589	222	0	2261	0													
61122	430842	0	91063	153044	0	451897	0	0	52501	0	1235010	0	85425		115576	601340	20846	355631	1147084	5203	2501	3798	52501	52501	28284	107526	12839	661	135810	12101	40501	916	0	33735	53518	284338	0	52602	0	0	0	0	0	0	true	75939	22620	379276	222064	402135	28707	
61355	287951	0	94398	585647	0	657802	0	0	15018	0	622531	0	40013		187707	0		563404	582518	0	0	655	15018	0	67794	129166	56514	24847	196941	17909	31112	2941	4297	90614	56259	0	0	49021	0													
61757	33326	0	12109	108294	0	182689	0	0	0	0	302822	0	31801		60783	121709	16060	170580	271021	0	0	5366	0	0	45042	50756	4058	1004	95798	14020	32907	0	0	40077	46927	0	0	46927	0	0	0	0	0	0	true							
61832	34776	0	1205	171795	0	190426	0	0	11540	0	144130	0	4107		13821	36781		189221	136543	0	3480	603	500	500	11397	19171	2269	151	29293	19318	20267	0	0	19167	39585	51007	11040	39585	0													
61953	16381	0	24589	25058	0	60679	0	0	3000	0	50248	0	644		8036	740		36090	49604	0	0	3031	3000	3000	4686	12193	1621	394	16879	1411	12822	0	0	10858	14233	0	0	14233	0													
62044	3218	0	2761	9639	0	75009	0	0	40543	0	156934	0	2254		5904	60625		72001	96772	247	57908	331	40543	40543	18148	54290	3093	337	72433	6024	6200	5000	0	69964	17224	25012	0	11938	17345													
62110	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													
62147	15829	0	3608	32602	0	40822	0	0	3337	0	44390	0	1164		4922	15245		37214	43226	0	0	761	3337	3337	3221	3359	876	194	6580	909	1422	3337	0	2728	5668	0	0	2331	0													
63050	52247	0	13448	90051	0	148962	0	0	0	0	197020	0	4261		38175	49135		135514	192759	0	0	4118	0	0	22550	40353	7272	1593	61766	3380	18758	1731	0	33593	23869	0	0	22138	0													
63069	30934854	43	186639	3532437	4106	13782472	5379	166147	11207590	129	66435857	0	15608		3653236	28914560	39011	13579607	66253973	6698	0	15855	11207590	10458189	1983436	1348039	755925	2042	3331475	1409178	1071149	11936	4738	436205	2497000	7739949	0	2480326	0	8799766	5431039	7739949	0	14230805	true	254856	85126	4887354	23856235	4738176	26196278	
63201	41425	1	13361	58914	0	82419	0	0	7955	0	166714	0	60997		28030	66845		69057	105717	0	0	707	7955	0	11001	13468	11492	9094	24469	3645	6492	3252	0	17025	13389	0	0	10137	0													
63573	36466	0	0	92892	0	106538	0	0	26998	0	388441	0	15707		91484	48081		106538	372634	0	100	19535	26998	26998	57481	108945	5815	291	166426	19904	109761	1697	0	81048	131362	0	0	129665	0													
63733	150046	1	59125	487250	0	487250	0	0	0	0	946922	0	67521		180903	101581	93454	428124	879401	0	0	33615	0	0	77012	156407	209759	4293	233398	45084	90008	107351	5382	266567	247825	2320	0	135092	0	0	0	0	0	0	true	111337	179806	63537	37817	142496	7550	
64552	6106	0	34325	272652	0	276277	0	0	119893	0	116754	0	25888		7209	41471	1819	238979	90629	2973	237	620	119893	119893	33457	27296	2160	715	60753	2904	2158	488	0	56418	5550	199367	0	5061	0	0	0	132147	0	132147	true							
64730	15548	0	59963	102100	0	158951	0	0	15046	0	116712	0	2743		37400	6821		98988	113969	0	0	701	15046	15046	28801	32304	3155	1348	61105	6721	20326	1078	610	28208	28735	0	0	27047	0													
65205	44466	3	1990	84518	0	159295	0	0	0	0	618257	0	8845		172599	221238		157302	609412	0	0	23142	0	0	116341	160539	15607	3775	276879	19203	33691	3144	253	123663	56291	113	0	52894	0													
65559	57211	0	37725	212244	0	348691	0	0	0	0	500115	0	53016		23229	323399	8532	310860	446999	106	100	3431	0	0	14067	31452	7083	240	43829	24257	33310	9097	0	29613	66664	0	0	57273	0	0	0	0	0	0	true			190346	129900	48603	8607	
65858	369039	3	96256	1192715	0	1192715	0	0	32813	0	1214550	0	35028		231227	332300		1093980	1178812	2476	710	21068	32813	32813	148635	213446	24545	6099	362081	33582	74987	4509	7406	161498	120484	178072	0	108569	0													
