"IDRSSD"	RIAD3210	RIAD3217	RIAD4340	RIAD4356	RIAD4415	RIAD4460	RIAD4470	RIADB507	RIADB508	RIADB509	RIADB510	RIADB511	
974558	22603	21835	1681	0	0	2200	0	0	21835	0	0	1287	
974754	52195	37988	10532	0	0	6440	0	0	37988	0	0	10115	
975153	43239	39027	5673	0	0	3719	0	0	39027	0	0	2258	
975256	60477	56978	11146	0	0	7900	0	0	56978	0	0	253	
975452	6008	5674	502	0	0	220	0	0	5674	0	0	52	
975751	274641	270320	51821	0	0	47500	0	0	270320	0	0	0	
975854	54532	48850	8588	0	0	3126	0	0	48850	0	0	220	
976534	22671	20746	1519	0	0	456	0	5	20751	0	0	857	
976552	98792	90442	6156	0	0	0	0	0	90442	0	0	2194	
976703	384536	360474	139441	0	0	114800	0	0	360474	0	0	-579	
976954	1990	1981	9	0	0	0	0	0	1981	0	0	0	
977045	11419	5599	620	4451	750	0	0	0	5599	0	0	-1	
977250	48622	43924	6221	0	0	2000	0	0	43924	0	0	477	
977616	35330	30014	4317	0	0	0	0	0	30014	0	0	999	
977652	17765	16712	1885	0	0	1521	0	0	16712	0	0	689	
977951	92950	82018	9767	0	0	2793	0	0	82018	0	0	3958	
978118	358001	328190	39469	0	0	21053	0	0	328190	0	0	11395	
979133	19942	13850	1917	0	0	670	0	0	13850	0	0	4845	
979151	31052	26222	2591	0	0	1162	0	0	26222	0	0	3401	
979629	87137	86252	11267	0	0	12991	0	0	86252	335	0	2274	
979759	50508	41615	2068	0	0	480	0	0	41615	0	0	7305	
980438	29237	26164	3512	0	0	925	0	0	26164	0	0	486	
980531	125876	105305	14103	0	0	5207	0	0	105305	0	0	11675	
980661	2757205	2603944	284089	0	-1496	240500	0	0	2603944	15309	0	95859	
980773	64399	60551	-260	0	0	0	0	0	60551	0	0	4108	
980951	30489	24904	2071	0	0	925	0	0	24904	0	0	4439	
980960	116841	113422	17919	0	0	14500	0	0	113422	0	0	0	
981350	2941	2568	373	0	0	0	0	0	2568	0	0	0	
981453	3872	3028	306	0	0	40	0	0	3028	0	0	578	
982142	163242	144627	21346	0	0	15000	0	0	144627	0	0	12269	
982348	129134	107204	18164	0	0	4924	0	0	107204	0	0	8690	
982553	65987	59228	8087	0	0	1720	0	0	59228	0	0	392	
983158	6320	6273	847	0	0	800	0	0	6273	0	0	0	
983457	178897	170240	20797	0	0	27500	0	0	170240	0	0	15360	
983550	16383	10763	2399	0	0	709	0	0	10763	0	0	3930	
984258	68653	57027	9684	0	0	6192	0	0	57027	0	0	8134	
984351	11574	9500	1074	0	0	808	0	0	9500	0	0	1808	
984454	8871	7964	675	0	0	119	0	0	7964	0	0	351	
984856	18256	15644	2307	0	0	1207	0	0	15644	0	0	1512	
985451	18931	16490	4418	0	0	3200	0	0	16490	0	0	1223	
985479	143004	128622	17653	0	0	8982	0	0	128622	856	0	4855	
986159	11950	11074	1369	0	0	1073	0	0	11074	0	0	580	
986551	14955	13816	1867	0	0	1400	0	0	13816	0	0	672	
986757	9573	4677	273	0	0	121	0	0	4677	4692	0	52	
986935	18851	15302	1768	0	0	550	0	0	15302	0	0	2331	
987231	40216	37763	5240	0	-18	3382	0	0	37763	0	0	613	
987259	33577	30226	4991	0	0	4290	0	0	30226	0	0	2650	
987576	6819	6782	37	0	0	0	0	0	6782	0	0	0	
987651	26860	22408	2985	0	0	245	0	0	22408	0	0	1712	
987848	14171	11279	928	0	0	344	0	0	11279	0	0	2308	
988144	29930	22757	2424	0	0	1000	0	0	22757	0	0	5749	
988153	81998	70083	19132	0	0	14075	0	0	70083	0	0	6858	
988256	9297	8483	676	0	0	0	0	0	8483	0	0	138	
988452	17331	11855	2697	0	0	1695	0	0	11855	0	0	4474	
989141	31038	28993	2350	0	0	1210	0	0	28993	0	0	905	
989347	58700	51493	9645	0	0	2445	0	0	51493	0	0	7	
989534	22843	23673	1732	0	0	2560	0	0	23673	0	0	-2	
989730	39874	37452	3093	0	0	1400	0	0	37452	0	0	729	
989851	9499	8110	61	0	0	300	0	0	8110	0	0	1628	
990053	25451	23213	4787	0	0	2985	0	0	23213	0	0	436	
990352	102277	92126	11033	0	0	6000	0	0	92126	0	0	5118	
990642	36855	31708	3856	0	0	980	0	0	31708	0	0	2271	
991078	6138	5858	280	0	0	0	0	0	5858	0	0	0	
991135	12688	11393	759	0	0	366	0	0	11393	0	0	902	
991340	1218532	1068478	166064	0	0	68465	0	0	1068478	0	0	52455	
991359	19288	20236	3824	0	300	5149	0	0	20236	0	0	77	
991555	17523	12795	1573	0	0	600	0	0	12795	0	0	3755	
991621	79584	66246	10154	0	0	3000	0	0	66246	0	0	6184	
991854	1763	1676	231	0	0	142	0	0	1676	0	0	-2	
992851	29327	20262	3952	0	0	1213	0	0	20262	0	0	6326	
993250	32516	23067	2722	4521	4000	2400	0	0	23067	0	0	606	
994435	213039	186268	18674	0	0	0	0	0	186268	222	0	7875	
994770	3326	3239	87	0	0	0	0	0	3239	0	0	0	
995076	343687	351701	64085	0	0	72705	0	0	351701	0	0	606	
995272	141777	136059	4246	0	0	0	0	0	136059	0	0	1472	
995517	61845	55055	6652	0	0	1094	0	0	55055	0	0	1232	
995571	23105	19361	4611	0	0	3200	0	0	19361	0	0	2333	
995674	20403	18764	3771	0	-800	1332	0	0	18764	0	0	0	
995955	6221	5611	770	0	0	425	0	0	5611	0	0	265	
996260	760231	709681	44467	0	0	0	0	0	709681	365	0	5718	
997155	11435	9883	992	0	0	300	0	0	9883	0	0	860	
997557	7865	5613	880	0	0	691	0	0	5613	9	0	2054	
997847	93774	80906	9797	0	361	4055	0	0	80906	0	0	6765	
998358	6768	5357	1466	0	0	697	0	-18	5339	0	0	660	
998648	23184	21302	2207	0	0	1050	0	-90	21212	0	0	815	
998657	13969	9934	1089	0	0	0	0	0	9934	2754	0	192	
998844	129129	114316	21197	0	0	8429	0	0	114316	0	0	2045	
999935	69763	60820	10272	0	0	1350	0	0	60820	0	0	21	
1000052	77555	65967	10539	0	0	1939	0	0	65967	0	0	2988	
1000276	55344	53483	-1266	0	0	0	0	0	53483	0	0	3127	
1000641	89652	81430	7934	0	0	1400	0	0	81430	0	0	1688	
1000856	4848	5734	-272	0	0	100	0	-610	5124	0	0	96	
1000959	31107	27293	3925	0	0	1983	0	0	27293	0	0	1872	
1001059	122644	103878	20229	0	-4106	5000	0	0	103878	0	0	7643	
1001152	1971227	1738038	281264	0	0	95000	0	0	1738038	0	0	46925	
1001639	411687	382820	40442	0	0	13675	0	0	382820	0	0	2100	
1001648	292610	267802	38363	0	0	19000	0	0	267802	0	0	5445	
1001853	45919	42139	3932	0	0	200	0	0	42139	0	0	48	
1002373	79341	74292	1325	0	0	0	0	0	74292	0	0	3724	
1002458	11332	10409	1954	0	0	1203	0	0	10409	0	0	172	
1002878	1962200	1591192	141404	0	0	50013	0	0	1591192	239394	0	40223	
1002953	17235	14219	2398	0	0	500	0	0	14219	0	0	1118	
1003455	19391	9707	2961	0	0	0	0	0	9707	0	0	6723	
1003558	22714	22188	1205	0	0	2200	0	0	22188	0	0	1521	
1003839	80513	75778	4221	0	-265	702	0	-284	75494	0	0	1765	
1003950	22001	17031	2403	0	2003	0	0	0	17031	0	0	564	
1004256	5843	4971	546	0	0	275	0	72	5043	0	0	529	
1004470	186571	170450	17801	0	0	4000	0	0	170450	0	0	2320	
1005075	77137	78647	-1419	0	0	0	0	0	78647	0	0	-91	
1005552	22804	19558	1798	0	0	725	0	0	19558	0	0	2173	
1005655	16472	15981	670	0	0	240	0	0	15981	0	0	61	
1005851	16538	15802	1638	0	0	1030	0	0	15802	0	0	128	
1006148	150873	138109	16402	0	0	8322	0	0	138109	0	0	4684	
1006157	12885	6459	1550	0	0	500	0	0	6459	0	0	5376	
1006513	35961	30456	5224	0	0	1848	0	0	30456	0	0	2129	
1006559	16585	14887	2011	0	0	1000	0	0	14887	0	0	687	
1006652	21250	20699	3651	0	0	3896	0	0	20699	0	0	796	
1007015	482314	433498	44137	0	0	2800	0	0	433498	0	0	7479	
1007051	14755	12420	874	0	0	0	0	0	12420	0	0	1461	
1007154	69672	67271	2911	0	0	2400	0	0	67271	0	0	1890	
1007417	105027	69816	13140	0	0	5988	0	0	69816	0	0	28059	
1007734	61803	43457	4716	0	12684	0	0	0	43457	0	0	946	
1007752	28160	26228	4248	0	0	3691	0	0	26228	0	0	1375	
1007819	238763	202617	29773	0	0	8504	0	0	202617	0	0	14877	
1007873	66754	63361	2826	0	0	0	0	0	63361	0	0	567	
1007930	14642	12300	2052	0	0	1024	0	0	12300	0	0	1314	
1007958	7926	6885	978	0	0	671	0	0	6885	0	0	734	
1008076	24710	20127	-841	0	0	0	0	0	20127	0	0	5424	
1008151	12324	8255	1894	1890	0	648	0	0	8255	0	0	933	
1008209	25377	22729	1700	0	-500	702	0	0	22729	0	0	2150	
1008553	17806	15118	2482	0	0	1100	0	0	15118	196	0	1110	
1008674	74256	53279	5758	10536	0	0	0	0	53279	0	0	4683	
1008955	12726	9250	1801	0	0	449	0	0	9250	0	0	2124	
1009242	168179	116625	19156	0	30000	2480	0	0	116625	0	0	4878	
1009354	434850	360499	50233	0	0	29000	0	0	360499	0	0	53118	
1009756	38780	33240	3569	0	0	2190	0	0	33240	0	0	4161	
1009840	13157	10012	912	0	0	0	0	0	10012	0	0	2233	
1010015	39712	34648	3717	0	0	813	0	0	34648	0	0	2160	
1010574	33891	31539	3737	0	0	1760	0	0	31539	0	0	375	
1011432	24806	22864	3018	0	0	2405	0	0	22864	0	0	1329	
1011526	656502	605493	132410	0	0	124000	0	0	605493	3384	0	39215	
1011638	161153	134247	27991	0	0	4800	0	0	134247	0	0	3715	
1011656	182655	97501	3277	0	81886	0	0	0	97501	0	0	-9	
1011955	75126	65396	9694	0	0	6550	0	0	65396	0	0	6586	
1012251	54647	43649	3445	0	0	2810	0	0	43649	0	0	10363	
1012457	4973	4424	777	0	0	276	0	0	4424	0	0	48	
1013070	141624	130352	9257	0	0	0	0	0	130352	0	0	2015	
1013650	20746	17929	1795	0	0	0	0	0	17929	0	0	1022	
1013744	70593	64306	5580	0	0	2168	1124	0	64306	2259	0	1740	
1014059	11184	11043	881	0	0	1000	0	0	11043	0	0	260	
1014125	90910	82134	9590	0	0	2998	0	0	82134	0	0	2184	
1014246	10814	9734	1307	0	0	350	0	0	9734	0	0	123	
1014255	5038	4608	599	0	0	150	0	-19	4589	0	0	0	
1014376	42953	38821	2450	0	0	0	0	0	38821	0	0	1682	
1014451	5947	6583	1493	0	0	2340	0	0	6583	0	0	211	
1014554	10171	9512	1660	0	0	999	0	0	9512	0	0	-2	
1014657	62577	55750	10456	0	0	5258	0	0	55750	0	0	1629	
1014853	33780	19906	4353	0	0	2450	0	0	19906	0	0	11971	
1015252	55246	40784	11509	0	1000	7500	0	0	40784	0	0	9453	
1015270	38119	32430	2399	0	0	0	0	0	32430	0	0	3290	
1015458	8633	8180	448	0	0	0	0	0	8180	0	0	5	
1015560	488960	474005	14955	0	0	0	0	0	474005	0	0	0	
1015841	21556	15374	3274	0	0	1761	0	0	15374	0	0	4669	
1015850	57220	51759	9533	0	0	5608	0	0	51759	0	0	1536	
1016174	39907	37623	1527	0	0	0	0	0	37623	0	0	757	
1016231	153968	149691	12624	0	0	12294	0	0	149691	0	0	3947	
1016259	124823	107817	26551	0	0	18500	0	0	107817	0	0	8955	
1016558	5901	4474	490	0	1003	345	0	0	4474	0	0	279	
1016718	48785	44855	3382	0	0	798	0	0	44855	0	0	1346	
1016848	10874	9456	2397	0	0	1780	0	0	9456	0	0	801	
1016857	111953	98830	24626	0	0	19944	0	0	98830	0	0	8441	
1017425	77148	59607	10270	0	2800	3800	0	0	59607	0	0	8271	
1017555	10553	5863	286	4117	0	0	0	0	5863	0	0	287	
1017564	12148	10142	1865	0	-575	500	0	0	10142	0	0	1216	
1017854	6631	8281	124	-1781	0	0	0	0	8281	0	0	7	
1017939	3391455	3282264	333146	65717	0	355856	0	0	3282264	0	0	66184	
1017957	23788	20546	3473	0	0	2423	0	0	20546	0	0	2192	
1018927	349514	336578	35635	0	0	24010	0	0	336578	0	0	1311	
1157415	407265	389690	110721	0	0	98700	0	0	389690	0	0	5554	
1160509	31470	27358	4090	0	0	2425	0	-316	27042	0	0	2763	
1162017	142754	139845	13166	0	-10	16636	0	0	139845	979	0	5410	
1163283	15303	12252	2219	0	0	0	0	0	12252	0	0	832	
1169650	151848	136383	20819	0	0	5894	0	0	136383	0	0	540	
1176881	1183717	1100044	30623	0	42726	0	0	0	1100044	0	0	10324	
1176920	6671	6569	654	0	0	552	0	0	6569	0	0	0	
1187001	613832	546990	179042	0	0	112200	0	0	546990	0	0	0	
1187551	20633	19265	1368	0	0	0	0	0	19265	0	0	0	
1188772	89409	84358	5817	0	0	3500	0	0	84358	0	0	2734	
1188987	40760	36417	7706	0	0	6400	0	0	36417	0	0	3037	
1190476	2006846	1824554	208336	0	0	100000	0	0	1824554	11403	0	62553	
1191352	20042	14777	3107	0	0	1558	0	0	14777	0	0	3716	
1216022	14552000	13983000	3253000	0	0	2700000	0	0	13983000	0	0	16000	
1218446	36442	35166	1255	0	0	0	0	0	35166	0	0	21	
1222519	108655	88002	17050	0	0	5669	0	0	88002	0	0	9272	
1222948	99575	96420	10646	0	0	7491	0	0	96420	0	0	0	
1225752	15130	10905	1019	0	0	500	0	0	10905	0	0	3706	
1225761	1603560	1511776	84127	0	0	0	0	0	1511776	0	0	7657	
1225798	20688	19610	1078	0	0	0	0	0	19610	0	0	0	
1228034	142902	128305	22385	0	54	8897	0	0	128305	0	0	1055	
1293078	14990	12956	2993	0	0	2400	0	0	12956	0	0	1441	
1369870	16065	14786	1225	0	0	0	0	0	14786	1	0	53	
1386251	1366130	1208340	211130	0	0	75784	1930	0	1208340	2711	0	21663	
1387203	28141	20774	2968	0	0	1888	0	0	20774	0	0	6287	
1387605	291537	258759	30303	0	0	9748	0	0	258759	0	0	12223	
1391778	1050341	1110483	375496	0	0	450000	0	0	1110483	10124	0	4238	
1394621	162042	147208	18037	0	0	5040	0	0	147208	0	0	1837	
1394676	19010556	18549548	8009173	0	0	7550000	0	0	18549548	0	0	1835	
1396764	126230	128967	4049	0	0	9000	0	0	128967	0	0	2214	
1397471	22221	21584	-3760	0	8500	230	0	0	21584	0	0	-3873	
1402384	19132	17150	2867	0	0	1415	0	0	17150	0	0	530	
1404481	29698	20186	2724	0	5000	480	0	0	20186	0	0	2268	
1404883	30062	26809	5276	0	0	2812	0	0	26809	0	0	789	
1414819	106292	89251	10612	0	0	5000	0	0	89251	0	0	11429	
1418255	12949	11364	514	0	1420	349	0	0	11364	0	0	0	
1429028	103749	94625	7353	0	0	0	0	0	94625	0	0	1771	
1435092	10262	6125	783	0	0	371	0	0	6125	0	0	3725	
1436204	403614	424987	-33750	0	30000	32000	0	0	424987	2728	0	11649	
1443266	1886000	1802000	84000	0	0	0	0	0	1802000	0	0	0	
1444021	3681564	3793550	788191	0	-250000	700000	0	0	3793550	49413	0	410	
1445943	222175	198864	23122	0	0	30000	0	0	198864	0	0	30189	
1447639	368341	308531	63390	0	2240	37124	0	0	308531	0	0	31304	
1456501	25576000	22090000	4497000	0	0	1700000	0	0	22090000	0	0	689000	
1458608	310957	266456	40176	0	0	4579	0	0	266456	0	0	8904	
1459717	211270	189952	41267	0	0	30417	0	0	189952	0	0	10468	
1459735	92470	68475	22528	0	0	2657	0	0	68475	0	0	4124	
1459799	51768	35521	4829	0	11580	1619	0	0	35521	135	0	1322	
1462986	11107	10598	384	0	0	103	0	0	10598	0	0	228	
1469677	134205	103485	20650	0	0	2256	0	0	103485	0	0	12326	
1470150	13405	12725	1017	0	0	750	0	0	12725	0	0	413	
1474309	7936	8991	-4194	0	0	0	0	0	8991	1875	0	1264	
1479470	47483	39595	5507	0	0	1622	0	0	39595	0	0	4003	
1481745	77506	67043	11653	0	0	3748	0	0	67043	0	0	2558	
1492817	18332	14551	4882	0	0	4700	0	0	14551	0	0	3599	
1493319	22089	24656	-3885	0	0	0	0	0	24656	0	0	1318	
1494482	5555	5438	936	0	0	819	0	0	5438	0	0	0	
1494914	253767	194192	7824	0	50000	0	0	0	194192	0	0	1751	
1629903	68387	65287	26947	0	0	23000	0	-847	64440	0	0	0	
1718188	362213	261242	57537	0	50000	14452	0	0	261242	0	0	7886	
1718469	257150	240912	14024	0	0	911	0	0	240912	0	0	3125	
1820979	4244	4244	4898	0	0	4962	0	0	4244	0	0	64	
1836701	63117	55351	4974	0	4200	1975	0	0	55351	0	0	567	
1842065	11175461	10123161	906179	0	0	0	0	0	10123161	2322	0	143799	
1863097	76034	69718	7010	0	0	3000	0	905	70623	0	0	1401	
1864197	207600	182783	24810	0	0	5022	0	0	182783	0	0	5029	
1872941	58488	55304	6774	0	0	5005	0	0	55304	0	0	1415	
1879016	26346	22497	2348	0	0	400	0	0	22497	0	0	1901	
1883321	509891	253432	109575	0	0	0	0	0	253432	0	0	146884	
1885932	114442	102191	13009	0	0	3960	0	0	102191	0	0	3202	
1890525	345268	297853	53070	0	6490	15249	0	0	297853	2092	0	1012	
1892154	48419	41863	7713	0	0	2807	0	0	41863	4	0	1646	
1893049	1995000	2159000	376000	0	0	865000	0	0	2159000	0	0	325000	
1917301	861379	780547	199914	0	0	165000	0	0	780547	3786	0	42132	
1918344	789477	763152	133632	0	0	38103	0	0	763152	9314	-92234	13716	
1929247	9669919	6161046	866549	2803784	0	485000	0	0	6161046	0	0	323540	
1940747	65231	60892	4339	0	0	0	0	0	60892	0	0	0	
1945247	8806	9028	-326	0	0	0	0	0	9028	0	0	104	
2002222	42950	37251	6363	0	0	2914	0	0	37251	0	0	2250	
2006024	111787	98856	12567	0	0	3945	0	0	98856	0	0	4309	
2007991	49155	44141	3514	0	0	2216	0	0	44141	0	0	3716	
2009605	172479	137480	16565	0	0	6400	0	0	137480	149	0	24685	
2010722	28922	22286	2782	0	0	1411	0	0	22286	0	0	5265	
2044811	407550	334642	58958	0	0	0	0	0	334642	823	0	13127	
2044820	11327	7427	1024	0	0	425	0	0	7427	0	0	3301	
2051127	52315	46111	5732	0	0	2442	0	0	46111	0	0	2914	
2059990	15514	13792	3121	0	0	1760	0	0	13792	0	0	361	
2068107	204369	154347	62717	0	0	13500	0	0	154347	0	0	805	
2119773	663722	582816	88176	0	0	25000	0	0	582816	1536	0	16194	
2121196	3863507	4303175	401797	0	0	935000	0	0	4303175	0	0	93535	
2122997	37417	36569	11348	0	0	10500	0	0	36569	0	0	0	
2123930	6843	4825	2029	0	0	1407	0	0	4825	0	0	1396	
2132941	227949	189015	38349	0	0	19144	0	0	189015	0	0	19729	
2140348	176120	175105	37104	0	0	36600	0	0	175105	0	0	511	
2142155	303793	280945	34880	0	0	15000	0	0	280945	0	0	2968	
2163477	74470	63790	15680	0	0	5000	0	0	63790	0	0	0	
2182786	65331000	63033000	8737000	0	8000	7500000	0	0	63033000	0	0	1053000	
2193616	3166097	2939805	623424	0	0	600000	0	0	2939805	0	0	202868	
2209553	733625	709379	52514	0	0	32000	0	0	709379	347	0	3385	
2218443	23064	20187	1756	0	0	1200	0	0	20187	0	0	2321	
2232757	23983	21249	5038	0	0	5037	0	0	21249	0	0	2733	
2233875	85367	44320	914	0	40000	0	0	0	44320	0	0	133	
2236821	101769	34266	-2559	0	66500	0	0	0	34266	0	0	3562	
2239288	1059419	1075658	179153	0	0	240000	0	0	1075658	7558	0	37050	
2262718	162381	147798	23639	0	1133	10193	0	0	147798	0	0	4	
2265456	669410	603362	58996	0	0	0	0	0	603362	7037	0	15	
2297998	256248	240962	12510	0	0	0	0	0	240962	0	0	2776	
2298995	346066	307299	60926	0	0	30000	0	0	307299	968	0	6873	
2304636	21106	19753	4129	0	0	2816	0	0	19753	0	0	40	
2305969	26646	23708	3191	0	0	1400	0	0	23708	0	0	1147	
2316714	93379	84691	14014	0	0	6580	0	0	84691	0	0	1254	
2317672	25544	24530	1487	0	0	300	0	0	24530	0	0	-173	
2325882	149773	145443	14091	0	0	10000	0	0	145443	-3	0	242	
2328137	175726	153894	21727	0	0	6953	0	0	153894	0	0	7058	
2328285	27786	23768	8670	0	0	5000	0	0	23768	348	0	0	
2329200	30735	22366	3875	0	2000	600	0	0	22366	0	0	3094	
2332910	191053	182574	8459	0	0	0	0	0	182574	0	0	20	
2333140	27367	22467	3846	0	1000	0	0	0	22467	54	0	0	
2337335	3055	3051	4	0	0	0	0	0	3051	0	0	0	
2339599	67526	61155	5332	0	0	1459	0	0	61155	0	0	2498	
2339795	284698	240358	48709	0	0	15000	0	0	240358	523	0	10108	
2343167	45316	44218	4226	0	0	3500	0	0	44218	0	0	372	
2344753	201219	173440	44705	0	0	16978	0	0	173440	0	0	52	
2353595	464626	460789	49678	0	0	49500	0	0	460789	0	0	3659	
2354985	2155427	1826227	234585	0	0	45000	0	0	1826227	97106	0	42509	
2356091	34099	25230	6746	0	0	3222	0	0	25230	0	0	5345	
2358769	115084	101376	9908	0	0	0	0	0	101376	0	0	3800	
2362458	758293	804366	55779	0	0	105000	0	0	804366	0	0	3148	
2371816	67626	63350	5058	0	0	1089	0	0	63350	0	0	307	
2390929	475668	431637	56378	0	0	16340	0	0	431637	1024	0	2969	
2391588	29229	25759	2640	0	0	0	0	0	25759	0	0	830	
2396592	46508	41136	5709	0	0	550	0	-841	40295	0	0	1054	
2396604	41920	40734	9747	0	0	11750	0	0	40734	0	0	3189	
2398701	66972	87063	-20280	0	-865	600	0	0	87063	0	0	1654	
2451240	140541	138135	8161	0	0	7000	0	0	138135	462	0	783	
2465881	114023	104218	13952	0	0	6000	0	0	104218	0	0	1853	
2467670	41182	40458	724	0	0	0	0	0	40458	0	0	0	
2471239	639837	559979	78954	0	0	14022	0	0	559979	0	0	14926	
2482824	191307	173416	31147	0	0	16609	0	0	173416	0	0	3353	
2489805	17721000	17084000	2582000	0	0	2186000	0	0	17084000	0	0	241000	
2490285	5463	2109	576	0	400	0	0	0	2109	0	0	2378	
2497181	224954	197403	22052	0	0	2157	0	0	197403	0	0	7656	
2502825	3678	3574	104	0	0	0	0	0	3574	0	0	0	
2505424	43125	37813	5867	0	0	1590	0	0	37813	0	0	1035	
2505451	61503	48367	10270	0	0	2425	0	0	48367	0	0	5291	
2505460	56485	51255	7010	0	0	3000	0	0	51255	0	0	1220	
2508751	519730	482830	48160	0	0	25000	0	0	482830	1090	0	12650	
2515320	112297	101807	7951	0	0	500	0	0	101807	-26	0	3065	
2529176	31846	28656	4740	0	0	3000	0	0	28656	0	0	1450	
2531562	20727	20619	2008	0	0	1900	0	0	20619	0	0	0	
2531991	235720	235515	10205	0	0	10000	0	0	235515	0	0	0	
2533043	15734	14772	1039	0	23	100	0	0	14772	0	0	0	
2536633	16125	14700	1681	0	0	1000	0	0	14700	0	0	744	
2539960	77091	67165	15266	0	0	6587	0	0	67165	0	0	1247	
2562137	33125	33468	2643	0	0	3500	0	0	33468	0	0	514	
2562164	493126	436126	49219	0	0	0	0	0	436126	7780	0	1	
2567123	2551032	2180945	369923	0	0	0	0	0	2180945	0	0	164	
2568063	93703	91045	22166	0	143	19800	0	0	91045	0	0	149	
2576134	442934	378651	104283	0	0	40000	0	0	378651	0	0	0	
2577739	19726	17798	404	0	0	400	0	0	17798	0	0	1924	
2580243	110014	103313	14000	0	-2978	5400	0	0	103313	0	0	1079	
2587916	51765	42371	4307	0	0	0	0	0	42371	6	0	5081	
2594240	299781	280419	7095	0	0	0	0	0	280419	0	0	12267	
2594419	35410	34081	3003	0	350	3400	0	0	34081	0	0	1376	
2596646	266052	226186	35066	0	0	3552	0	0	226186	0	0	8352	
2597223	31855	28208	4575	0	0	1279	0	0	28208	0	0	351	
2597232	15458	15393	87	0	0	0	0	0	15393	0	0	-22	
2598396	15178	13116	1267	0	0	100	0	0	13116	0	0	895	
2600039	938493	940740	345253	0	0	347500	0	0	940740	0	0	0	
2602828	10250	9288	861	0	0	0	0	0	9288	101	0	0	
2605566	158175	126089	32086	0	0	0	0	0	126089	0	0	0	
2607412	39695	37560	3693	0	0	1558	0	0	37560	0	0	0	
2608754	725794	686082	98707	0	0	84825	0	0	686082	0	0	25830	
2610784	10535	9552	1579	0	0	640	0	0	9552	0	0	44	
2614344	42602	37749	6104	0	0	3785	0	0	37749	0	0	2534	
2615190	1878028	1250962	99658	0	555785	31000	0	0	1250962	0	0	2623	
2615220	28357	24379	4359	0	0	2176	0	0	24379	0	0	1795	
2618780	3555602	3599480	344264	0	-531808	0	0	0	3599480	25144	0	118522	
2619714	50139	48816	5878	0	0	5510	0	0	48816	0	0	955	
2621285	15197	13172	1281	0	0	0	0	0	13172	181	0	563	
2621940	19526	15793	1940	0	0	329	0	20	15813	0	0	2102	
2624400	196177	163065	32832	0	0	5000	0	0	163065	394	0	4886	
2625724	153120	137452	17089	0	-3000	0	0	0	137452	0	0	1579	
2631172	46806	38491	6125	0	0	2853	0	0	38491	0	0	5043	
2631846	97514	63785	21247	0	0	7553	0	0	63785	0	0	20035	
2634191	4199764	3177785	261418	817366	0	205000	0	0	3177785	5469	0	142726	
2634351	562996	513886	47997	0	0	0	0	0	513886	655	0	458	
2641827	8102	7302	900	0	0	100	0	0	7302	0	0	0	
2643595	32611	33288	2052	0	0	2806	0	0	33288	166	0	-89	
2649177	78220	64409	50313	0	10	43540	0	0	64409	0	0	7028	
2651899	11154	11124	735	0	0	814	0	0	11124	0	0	109	
2652092	1149492	1230908	-129486	0	0	10000	0	0	1230908	5837	0	52233	
2654911	491065	382299	111378	0	-15	115000	0	0	382299	813	0	111590	
2661861	112705	102128	9132	0	0	1213	0	0	102128	-2625	0	5283	
2666400	192776	173065	20816	0	6000	8000	0	0	173065	892	0	3	
2667920	183377	165862	17515	0	0	0	0	0	165862	0	0	0	
2667939	68924	59921	8363	0	2000	2278	0	0	59921	0	0	918	
2667957	87624	86830	3730	0	0	6600	0	0	86830	0	0	3664	
2668598	53092	47029	4883	0	0	1947	0	0	47029	0	0	3127	
2684552	49151	36339	683	7093	5000	0	0	0	36339	0	0	36	
2686211	163185	152636	22190	0	0	12186	0	0	152636	0	0	545	
2687133	29554	27684	2991	0	0	2439	0	0	27684	75	0	1243	
2687487	76618	65642	-3167	0	14000	0	0	0	65642	1	0	142	
2693264	465492	395438	55677	0	0	0	0	0	395438	779	0	13598	
2694681	380970	343636	45503	0	0	10723	0	0	343636	0	0	2554	
2696180	13870	11253	1101	0	0	306	0	0	11253	0	0	1822	
2697963	187152	205746	-24165	0	0	0	0	0	205746	451	0	5120	
2700984	766567	544831	378235	0	0	275000	0	0	544831	0	0	118501	
2702764	13074	12799	876	0	0	1000	0	0	12799	0	0	399	
2705112	22249	19598	3141	0	0	2315	0	0	19598	0	0	1825	
2705895	726723	731705	76423	0	0	94800	0	0	731705	0	0	13395	
2708122	184821	161592	21035	0	0	9000	0	0	161592	0	0	11194	
2713920	68505	49292	29855	0	0	23000	0	0	49292	0	0	12358	
2716088	115042	108722	10515	0	0	7599	0	0	108722	0	0	3404	
2718596	34718	28291	3124	0	0	1771	0	0	28291	0	0	5074	
2719810	133389	126885	6043	0	0	0	0	0	126885	430	0	31	
2723376	20141	13511	2448	0	0	0	0	0	13511	0	0	4182	
2724766	8455	7513	648	0	0	117	0	0	7513	0	0	411	
2726050	13527	12727	709	0	0	0	0	0	12727	0	0	91	
2729677	64093	60047	33538	0	0	32500	0	0	60047	0	0	3008	
2730431	40659	38935	4510	0	552	3338	0	0	38935	0	0	0	
2732565	40228	32241	4674	0	0	1050	0	0	32241	0	0	4363	
2733263	37621	34605	2116	0	0	2648	0	0	34605	0	0	3548	
2734729	411125	354778	54204	0	0	9177	0	0	354778	-11389	0	22709	
2735137	24847	24020	3305	0	0	2630	0	0	24020	0	0	152	
